Unnamed: 0,_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Price,Name,CPU Score,GPU Score,Game,Van Phong,Do Hoa,Lap Trinh,Doanh Nhan
2731,6589cd558997406b55ed73b0,Intel Core i5-1135G7,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),3.82 lbs(1.73 kg),500gb SSD,14.13 x 9.3 x 0.75 inches,Windows 11 Home,22-Oct-23,15336000,Dell Inspiron 15 (Inspiron 15 I3511),5002,2690,0,0,0,0,0
2732,6589cd558997406b55ed73b2,Intel Core i7-1255U,Intel Iris Xe,8,15.6,Full HD(1920 x 1080 pixels),3.44 lbs(1.56 kg),1000gb SSD,13.4 x 9.6 x 0.58 inches,Windows 11 Pro,15-Aug-23,43199760,Microsoft Surface Surface 5 15″ (Surface),8018,2690,0,0,0,0,0
2733,6589cd558997406b55ed73b3,AMD Ryzen 7 7735HS,GeForce RTX 4050,64,15.6,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),1000gb SSD,13.94 x 9.88 x 0.98 inches,Windows 11 Home,23-Jun-23,35016000,XOTIC FA507NU-DS74 15″ (6),14003,14693,0,0,0,0,0
2734,6589cd558997406b55ed73b4,Intel Core i7-1360P,Intel Iris Xe,32,13.3,Full HD Plus(2160 x 1440 pixels),2 lbs(0.91 kg),1000gb SSD,11.77 x 8.27 x 0.67 inches,Windows 11 Pro,17-May-23,30959760,MSI Prestige 13 EVO (PRE13EVO13050),12205,2690,0,0,0,1,1
2735,6589cd558997406b55ed73b5,Intel Core i5-10500H,GeForce RTX 3060,16,15.6,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Pro,23-Nov-22,26399760,MSI GF65 15″ (10UE),8200,17090,0,0,0,0,0
2736,6589cd558997406b55ed73b7,Intel Core i7-13650HX,GeForce RTX 4060,32,16,Full HD Plus(2160 x 1440 pixels),5.51 lbs(2.5 kg),2000gb SSD,13.9 x 10.39 x 0.89 inches,Windows 11 Home,12-Aug-23,37199760,ASUS ROG Strix G16,19823,19573,1,0,1,0,0
2737,6589cd558997406b55ed73b9,Intel Core i5-1240P,GeForce RTX 2050,8,15.6,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),500gb SSD,14.29 x 9.36 x 0.7 inches,Windows 11 Home,11-Nov-22,13439760,Acer Aspire 5 A515-57G-58R7 (NX.K9TAA.001),9649,7344,0,0,0,0,0
2738,6589cd568997406b55ed73bd,Intel Core i7-1165G7,Intel Iris Xe,40,15.6,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),8000gb SSD,14 x 9 x 1 inches,Windows 10 Pro,19-Oct-23,59759759,ASUS VivoBook S513EA 15″,5125,2690,0,0,0,0,0
2739,6589cd568997406b55ed73c4,Intel Core i7-12700H,GeForce RTX 3070,16,15.6,Full HD(1920 x 1080 pixels),4.9 lbs(2.22 kg),2x 500gb SSD,14.12 x 10 x 1.12 inches,Windows 11 Home,5-Apr-23,35616000,Gigabyte AORUS 5 15″,15486,22459,0,0,1,0,0
2740,6589cd568997406b55ed73c5,Intel Core i7-12650H,GeForce RTX 4060,16,15.6,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),1000gb SSD,14.13 x 9.8 x 0.9 inches,Windows 11 Pro,6-Jun-23,24456000,MSI Cyborg 15″,13152,19573,0,0,0,0,0
2741,6589cd568997406b55ed73c7,Intel Core i7-12650H,GeForce RTX 3050 Ti,16,16,WUXGA(1920 x 1200 pixels),4.19 lbs(1.9 kg),1000gb SSD,13.99 x 9.92 x 0.78 inches,Windows 11 Home,15-Nov-22,29904000,ASUS VivoBook Pro 16 (K6602ZE-DB76),13152,10181,0,0,0,0,0
2742,6589cd568997406b55ed73c8,Intel Core i7-1255U,Intel Iris Xe,8,17,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),2000gb SSD,15.71 x 10.2 x 0.78 inches,Windows 11 Home,3-Aug-23,33599760,HP Envy 17″,8018,2690,0,0,0,0,0
2743,6589cd578997406b55ed73ca,Intel Core i5-1145G7,Intel Iris Xe,16,13.3,Full HD(1920 x 1080 pixels),3.09 lbs(1.4 kg),500gb SSD,12.07 x 7.85 x 0.67 inches,Windows 11 Pro,3-Jun-23,18719760,Dell Latitude 7320 13″ (Latitude 7320),4769,2690,0,0,0,0,0
2744,6589cd578997406b55ed73cc,Intel Core i9-12900H,GeForce RTX 3070 Ti,16,17.3,Quad HD(2560 x 1440 pixels),6.06 lbs(2.75 kg),1000gb SSD,15.55 x 10.23 x 0.78 inches,Windows 11,27-Jun-22,47999760,Razer Blade 17 (RZ09-0423QED3-R3U1),16894,23757,1,0,1,0,0
2745,6589cd578997406b55ed73ce,Intel Core i5-10500H,GeForce GTX 1650,8,15.6,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),250gb SSD,14.1 x 10 x 0.9 inches,Windows 11 Home,4-May-22,16560000,MSI GF63 15″,8200,7869,0,0,0,0,0
2746,6589cd578997406b55ed73cf,Intel Core i7-13620H,GeForce RTX 4050,64,15.6,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),4000gb SSD,14.15 x 9.86 x 0.9 inches,Windows 11 Pro,11-Dec-23,48719760,MSI Cyborg 15″ (CYBORG),14917,14693,0,0,0,0,0
2747,6589cd578997406b55ed73d2,AMD Ryzen 5 5600H,GeForce GTX 1650,32,15.6,Full HD(1920 x 1080 pixels),6.5 lbs(2.95 kg),1000gb SSD,0biet,Windows 10,2-Oct-22,17976000,Lenovo IdeaPad 15″,9513,7869,1,0,0,0,0
2748,6589cd578997406b55ed73d4,Intel Core i5-1135G7,GeForce MX450,64,17.3,Full HD(1920 x 1080 pixels),4.88 lbs(2.21 kg),1000gb SSD,15.75 x 10.25 x 0.75 inches,Windows 10 Pro,18-Mar-22,50616000,HP 17t-cn000,5002,3729,0,0,0,0,0
2749,6589cd588997406b55ed73d6,AMD Ryzen 7 5700U,GeForce MX450,8,15.6,Full HD(1920 x 1080 pixels),4.19 lbs(1.9 kg),250gb SSD,14.09 x 9.06 x 0.78 inches,Windows 11 Home,27-Sep-23,13176000,ASUS Zenbook x360 2-in-1 15″,8919,3729,0,0,0,0,0
2750,6589cd588997406b55ed73d8,AMD Ryzen 5 4600H,GeForce GTX 1650,64,17.3,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),4000gb SSD,15.71 x 10.95 x 1.02 inches,Windows 11 Home,7-Sep-23,27336000,ASUS TUF A17,8648,7869,1,0,0,0,0
2751,6589cd588997406b55ed73da,Intel Core i7-1165G7,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),500gb SSD,0biet,Windows 11 Home,20-Mar-22,15576000,HP 15,5125,2690,0,0,0,0,0
2752,6589cd588997406b55ed73dd,AMD Ryzen 9 5980HX,Radeon RX 6800M,16,15.6,Quad HD(2560 x 1440 pixels),5.51 lbs(2.5 kg),500gb SSD,13.94 x 10.2 x 1.07 inches,Windows 11 Pro,14-Nov-23,38376000,HIDevolution ASUS ROG Strix G15 Advantage Edition G513QY (G513QY-SG15.R96800-HID1P),13450,13136,1,0,0,0,0
2753,6589cd588997406b55ed73dc,Intel Core i7-1260P,Intel Iris Xe,16,16,Quad HD(2560 x 1440 pixels),4.37 lbs(1.98 kg),500gb SSD,14.23 x 9.83 x 0.76 inches,Windows 11 Home,22-Apr-23,23999760,Lenovo Yoga 7i 2-in-1 16″ (Yoga 7i),9960,2690,0,0,0,0,0
2754,6589cd588997406b55ed73de,Intel Core i7-1165G7,Intel Iris Xe,16,16,WQXGA(2560 x 1600 pixels),3.26 lbs(1.48 kg),500gb SSD,14.04 x 9.78 x 0.67 inches,Windows 11,5-Nov-21,30551280,LG gram 16″,5125,2690,0,0,0,0,0
2755,6589cd588997406b55ed73df,AMD Ryzen 7 7735HS,Radeon RX 7600S,16,16,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),500gb SSD,13.97 x 9.92 x 0.87 inches,Windows 11 Pro,1-Dec-23,22739760,ASUS TUF A16,14003,13834,0,0,0,0,0
2756,6589cd598997406b55ed73e4,Intel Core i7-11370H,Intel Iris Xe,16,16.1,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),4x 500gb SSD,14.48 x 9.3 x 0.63 inches,0biet,15-May-21,16458000,Acer Swift 3 16″ (SF316-51-740H),6570,2690,0,0,0,0,0
2757,6589cd598997406b55ed73e9,Intel Core i9-13980HX,GeForce RTX 4070,32,16,3.2K(3200 x 2000 pixels),5.29 lbs(2.4 kg),2x 1000gb SSD,14.02 x 10.67 x 0.82 inches,Windows 11 Home,3-Jun-23,61176000,EXcaliberPC ASUS ProArt Studiobook 16 (H7604JI-DS96T),31343,26883,1,0,1,0,0
2758,6589cd598997406b55ed73eb,Intel Core i5-12500H,GeForce RTX 3050,16,17.3,Full HD(1920 x 1080 pixels),6.61 lbs(3 kg),1000gb SSD,15.64 x 10.32 x 1.06 inches,Windows 11,3-Dec-22,23039760,Acer Nitro 5 17″,12159,12960,1,0,0,0,0
2759,6589cd5a8997406b55ed73ef,Intel Core i7-12700H,GeForce RTX 3070 Ti,32,17.3,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),4000gb SSD,16 x 10 x 2 inches,Windows 10 Pro,9-Aug-23,97656000,Gigabyte AORUS 17 XE4,15486,23757,1,0,1,0,0
2760,6589cd5a8997406b55ed73f0,Intel Core i7-12800HX,GeForce RTX 3070 Ti,16,17.3,Quad HD(2560 x 1440 pixels),6.39 lbs(2.9 kg),2x 1000gb SSD,15.63 x 11.18 x 1.02 inches,Windows 11 Pro,22-Aug-22,49176000,EXcaliberPC MSI 17″ (Raider GE77HX 12UGS-004),19686,23757,1,0,1,0,0
2761,6589cd5a8997406b55ed73f1,Intel Core i9-12900H,GeForce RTX 3070 Ti,32,17.3,Full HD(1920 x 1080 pixels),6.54 lbs(2.97 kg),2x 1000gb SSD,15.72 x 11.79 x 0.82 inches,Windows 10 Pro,14-Sep-23,81816000,Alienware X17 R2 (x17 R2),16894,23757,1,0,1,0,0
2762,6589cd5a8997406b55ed73f3,Intel Core i7-12650H,GeForce RTX 3070,16,15.6,Full HD(1920 x 1080 pixels),4.41 lbs(2 kg),1000gb SSD,13.94 x 9.88 x 0.81 inches,Windows 11 Home,6-Mar-23,32639760,ASUS TUF 15″,13152,22459,0,0,0,0,0
2763,6589cd5a8997406b55ed73f4,Intel Core i9-13900H,GeForce RTX 4060,16,16,WQXGA(2560 x 1600 pixels),5.16 lbs(2.34 kg),1000gb SSD,14.07 x 9.94 x 0.78 inches,Windows 11,2-Sep-23,32160000,HP Envy 16″ (16-h1023dx),19204,19573,1,0,1,0,0
2764,6589cd5a8997406b55ed73f6,Intel Core i9-13900H,GeForce RTX 4070,16,16,Quad HD Plus(3200 x 1800 pixels),4.63 lbs(2.1 kg),2x 1000gb SSD,13.98 x 9.69 x 0.78 inches,Windows 11 Home,8-Jun-23,44376000,EXcaliberPC ASUS ROG Zephyrus M16 (GU604VI-M16.I94070),19204,26883,0,0,1,0,0
2765,6589cd5a8997406b55ed73f7,Intel Core i9-13900H,GeForce RTX 4060,64,15.6,Full HD Plus(2160 x 1440 pixels),4.21 lbs(1.91 kg),1000gb SSD,13.57 x 9.06 x 0.71 inches,Windows 11 Pro,25-Nov-23,68376000,Dell XPS 9530 15″ (XPS),19204,19573,0,0,1,0,0
2766,6589cd5b8997406b55ed73fa,Intel Core i9-13900HX,GeForce RTX 4060,32,17.3,Full HD(1920 x 1080 pixels),6.28 lbs(2.85 kg),1000gb SSD,15.63 x 10.32 x 1.11 inches,Windows 11 Home,5-Mar-23,37896000,Sager NP7881D 17″ (7881D-B2-9-B1),27225,19573,1,0,1,0,0
2767,6589cd5b8997406b55ed73fb,Intel Core i7-1260P,GeForce RTX 3060,16,15.6,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),1000gb SSD,14.1 x 9.76 x 0.63 inches,Windows 11 Pro,11-May-23,29976000,EXcaliberPC MSI 15″ (Stealth 15M B12UE-040),9960,17090,0,0,0,0,0
2768,6589cd5b8997406b55ed73fd,Intel Core i7-1360P,Intel Iris Xe,32,16,Quad HD Plus(3200 x 1800 pixels),4.63 lbs(2.1 kg),2000gb SSD,14.09 x 10.18 x 0.66 inches,Windows 11 Pro,1-Mar-23,41496000,HIDevolution 2023 MSI Summit E16FlipEvo A13MT Ink Black (MS-SUME1613258-HID2),12205,2690,0,0,0,0,0
2769,6589cd5b8997406b55ed73fc,Intel Core i5-1135G7,Intel Iris Xe,16,14.1,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),500gb SSD,0biet,Windows 10 Home,10-Oct-23,10055760,Gateway GWTW14,5002,2690,0,0,0,0,0
2770,6589cd5b8997406b55ed7401,Intel Core i7-12650H,GeForce RTX 4060,64,15.6,Full HD(1920 x 1080 pixels),4.59 lbs(2.08 kg),2000gb SSD,14.21 x 9.4 x 0.94 inches,Windows 11 Home,27-Sep-22,29999760,Gigabyte G5 KF5 15″,13152,19573,0,0,0,0,0
2771,6589cd5b8997406b55ed7400,AMD Ryzen 7 5800HS,GeForce RTX 3060,16,14,0biet,3.63 lbs(1.65 kg),500gb SSD,12.76 x 8.74 x 0.7 inches,Windows 11 Home,24-Sep-22,20879760,ASUS ROG Zephyrus 14″ (GA401QM-G14.R73060),12066,17090,0,0,0,0,0
2772,6589cd5b8997406b55ed73ff,Intel Core i5-1135G7,Intel Iris Xe,8,17.3,HD Plus(1600 x 900 pixels),4.85 lbs(2.2 kg),500gb SSD,15.75 x 10.25 x 0.75 inches,Windows 10 Home,7-Mar-23,23976000,HP 17t-cn000 (1135G7),5002,2690,0,0,0,0,0
2773,6589cd5b8997406b55ed7403,Intel Core i5-1335U,Intel Iris Xe,8,17.3,Full HD(1920 x 1080 pixels),4.6 lbs(2.09 kg),2000gb SSD,15.75 x 10.15 x 0.88 inches,Windows 11 Home,25-Nov-23,22079760,HP 17t-cn300,8110,2690,0,0,0,0,0
2774,6589cd5b8997406b55ed7402,Intel Core i5-1135G7,Intel Iris Xe,12,17,Full HD(1920 x 1080 pixels),3.92 lbs(1.78 kg),1000gb SSD,15.78 x 10.15 x 0.78 inches,Windows 11,28-Jun-22,15052560,HP pc 17″ (BN-HP-13.3-i5-1135G7-01),5002,2690,0,0,0,0,0
2775,6589cd5b8997406b55ed7405,AMD Ryzen 7 5800H,GeForce RTX 3070,16,15.6,Full HD(1920 x 1080 pixels),5.34 lbs(2.42 kg),1000gb SSD,14.02 x 10.73 x 0.76 inches,Windows 11 Home,4-Mar-22,45576000,Alienware Windows 11 m15 R5 (AWM15R5),12472,22459,1,0,0,0,0
2776,6589cd5c8997406b55ed7408,Intel Core i5-1135G7,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),3.74 lbs(1.7 kg),1000gb SSD,14.37 x 9.44 x 0.74 inches,Windows 11 Pro,28-May-22,43176000,Lenovo ThinkPad 15″,5002,2690,0,0,0,0,0
2777,6589cd5c8997406b55ed740b,Intel Core i9-13980HX,GeForce RTX 4090,64,17,Quad HD Plus(3200 x 1800 pixels),6.83 lbs(3.1 kg),2000gb SSD,14.97 x 11.73 x 1.13 inches,Windows 11 Pro,29-Sep-23,98376000,EXcaliberPC MSI 17″ (Raider GE78 HX 13VI-079US),31343,38875,1,0,1,0,0
2778,6589cd5c8997406b55ed7409,Intel Core i5-12500H,GeForce RTX 4050,16,15.6,Full HD(1920 x 1080 pixels),8.87 lbs(4.02 kg),500gb SSD,0biet,Windows 11 Home,19-Sep-23,18839760,Acer Nitro 5 AN515-58-56CH (NH.QLZAA.001),12159,14693,1,0,0,0,0
2779,6589cd5c8997406b55ed740d,Intel Core i7-12700H,GeForce RTX 3070 Ti,64,17.3,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),8000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Home,2-Aug-23,65136000,HIDevolution 2023 MSI Vector GP76 12UGS 17″ (MS-GP7612608-HID7),15486,23757,1,0,1,0,0
2780,6589cd5c8997406b55ed740e,Intel Core i7-1165G7,Intel Iris Xe,16,15.6,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),1000gb SSD,14 x 9.8 x 0.78 inches,Windows 11 Pro,28-Oct-22,20674080,HP Windows 11 Pro Pavilion 15″,5125,2690,0,0,0,0,0
2781,6589cd5c8997406b55ed740f,Intel Core i9-13900H,GeForce RTX 3050 6GB,40,15.6,4k(3840 x 2160 pixels),4 lbs(1.81 kg),1000gb SSD,14 x 9.25 x 0.88 inches,Windows 11 Home,19-Dec-23,40559760,ASUS Creator Q 15″,19204,10708,0,0,0,0,0
2782,6589cd5c8997406b55ed7412,Intel Core i5-1155G7,Intel Iris Xe,8,14,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),2000gb SSD,14.13 x 9.49 x 0.78 inches,Windows 11 Pro,23-Feb-23,20280000,EXcaliberPC MSI 14″ (Modern 14 C11M-065US),6045,2690,0,0,0,0,0
2783,6589cd5c8997406b55ed7413,Intel Core i5-1135G7,Intel Iris Xe,32,14,Full HD(1920 x 1080 pixels),3.19 lbs(1.45 kg),1000gb SSD,12.7 x 8.42 x 0.88 inches,Windows 10 Pro,26-Jul-23,41496000,HP ProBook 440 G8 14″,5002,2690,0,0,0,0,0
2784,6589cd5c8997406b55ed7415,Intel Core i9-13950HX,GeForce RTX 4080,32,18,Quad HD Plus(3200 x 1800 pixels),6.75 lbs(3.06 kg),1000gb SSD,15.71 x 10.84 x 0.86 inches,Windows 11,1-Feb-23,90492240,Razer Blade 18 (RZ09-0484TEH3-R3U1),30000,34630,1,0,1,0,0
2785,6589cd5c8997406b55ed7416,Intel Core i9-13900H,GeForce RTX 4070,64,17.3,Full HD(1920 x 1080 pixels),6.17 lbs(2.8 kg),4000gb SSD,15.67 x 10.75 x 0.99 inches,Windows 11 Home,15-Dec-23,51599759,MSI Katana 17″,19204,26883,1,0,1,0,0
2786,6589cd5d8997406b55ed741a,Intel Core i7-12650H,GeForce RTX 3060,32,15.6,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),2000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11 Pro,5-Dec-23,26639760,MSI Sword 15″ (A12U),13152,17090,0,0,0,0,0
2787,6589cd5d8997406b55ed741c,Intel Core i7-12650H,GeForce RTX 4060,16,15.6,Full HD(1920 x 1080 pixels),7.8 lbs(3.54 kg),1000gb SSD,12.5 x 12.25 x 3.25 inches,Windows 11 Home,19-Aug-23,25080000,MSI Cyborg 15 (Cyborg),13152,19573,1,0,0,0,0
2788,6589cd5d8997406b55ed741d,Intel Core i7-1260P,Intel Iris Xe,32,16,Full HD Plus(2160 x 1440 pixels),4.62 lbs(2.1 kg),1000gb SSD,14.05 x 9.91 x 0.72 inches,Windows 11 Pro,14-Sep-23,31199760,Dell Inspiron 16 7620 (Inspiron 7706),9960,2690,0,0,0,0,0
2789,6589cd5d8997406b55ed741e,Intel Core i5-11400H,GeForce RTX 3050,64,15.6,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Pro,16-Nov-23,20879760,MSI GF63 15″ (11UC),8649,12960,0,0,0,0,0
2790,6589cd5e8997406b55ed7424,Intel Core i7-12700H,GeForce RTX 3070,16,17.3,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),2000gb SSD,15.68 x 10.76 x 0.95 inches,0biet,2-Jul-22,44616000,HIDevolution MSI Pulse GL76 12UGK 17″ (MS-GL7612256-HID3),15486,22459,1,0,1,0,0
2791,6589cd5e8997406b55ed7425,AMD Ryzen 7 7840HS,GeForce RTX 4060,64,17.3,Quad HD(2560 x 1440 pixels),7.18 lbs(3.26 kg),1000gb SSD,15.8 x 11.5 x 1.14 inches,Windows 11 Pro,29-Oct-23,33576000,Acer Nitro 17,17272,19573,1,0,1,0,0
2792,6589cd5e8997406b55ed7429,Intel Core i7-12700H,GeForce RTX 3060,24,16,WUXGA(1920 x 1200 pixels),4.19 lbs(1.9 kg),2000gb SSD,13.98 x 9.57 x 0.78 inches,0biet,24-Apr-22,43176000,HIDevolution ASUS ROG Zephyrus M16 GU603ZM (GU603ZM-M16.I73060-HID9),15486,17090,0,0,1,0,0
2793,6589cd5e8997406b55ed742b,Intel Core i7-12700H,GeForce RTX 3060,16,16,WQXGA(2560 x 1600 pixels),5.29 lbs(2.4 kg),500gb SSD,14.11 x 10.33 x 0.78 inches,0biet,15-Dec-22,27336000,Acer Predator Triton 500 SE 16″ (NH.QGJAA.001),15486,17090,1,0,1,0,0
2794,6589cd5e8997406b55ed742c,Intel Core i7-1360P,Intel Iris Xe,32,17,WQXGA(2560 x 1600 pixels),2.99 lbs(1.36 kg),1000gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Pro,6-Nov-23,32856000,LG Gram 17,12205,2690,0,0,0,1,1
2795,6589cd5e8997406b55ed742e,Intel Core i7-12700H,GeForce RTX 3070,32,15.6,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),1000gb SSD,14.13 x 10.2 x 0.94 inches,Windows 11 Pro,10-May-22,41519760,MSI GL66 Pulse 15″ (GL66 12UGKV),15486,22459,1,0,1,0,0
2796,6589cd5e8997406b55ed7430,Intel Core i9-13980HX,GeForce RTX 4080,32,16,Quad HD Plus(3200 x 1800 pixels),5.51 lbs(2.5 kg),8000gb SSD,13.94 x 10.39 x 0.89 inches,Windows 11 Pro,2-Mar-23,93480000,EXcaliberPC ASUS ROG Strix Scar 16 (G634JZ-XS96),31343,34630,1,0,1,0,0
2797,6589cd5e8997406b55ed7431,Intel Core i7-1185G7,Intel Iris Xe,16,13.5,2k(2256 x 1504 pixels),2.79 lbs(1.27 kg),2000gb SSD,12.1 x 8.8 x 0.57 inches,Windows 11 Home,17-Oct-23,35999760,Microsoft Surface Surface 4 13″ (Surface 4),5524,2690,0,1,0,1,0
2798,6589cd5e8997406b55ed7434,Intel Core i7-12700H,GeForce RTX 3060,32,17.3,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),2000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11,12-Mar-22,43176000,MSI GE76 Raider 17″,15486,17090,1,0,1,0,0
2799,6589cd5f8997406b55ed7436,AMD Ryzen 9 6900HS,Radeon RX 6800S,24,14,WQXGA(2560 x 1600 pixels),3.73 lbs(1.69 kg),2000gb SSD,12.28 x 8.94 x 0.73 inches,Windows 11 Home,4-Jul-23,36237600,ASUS ROG Zephyrus 14″,14059,15536,0,0,0,0,0
2800,6589cd5f8997406b55ed7437,Intel Core i7-10870H,GeForce RTX 3070,32,17.3,Full HD(1920 x 1080 pixels),6.4 lbs(2.9 kg),1000gb SSD,0biet,Windows 10,25-Jan-21,71976000,MSI GE76238 17″ (GE76 Raider 10UG-232),8989,22459,1,0,0,0,0
2801,6589cd5f8997406b55ed743b,Intel Core i7-11800H,GeForce RTX 3050 Ti,32,16,Quad HD(2560 x 1440 pixels),3.7 lbs(1.68 kg),1000gb SSD,14.2 x 9.7 x 0.7 inches,Windows 11 Pro,14-Oct-22,40752000,Lenovo ThinkPad X1 16″ (ThinkPad X1 Extreme Gen 4),12390,10181,0,0,0,0,0
2802,6589cd5f8997406b55ed743c,Intel Core i7-12700H,GeForce RTX 3060,32,15.6,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),4000gb SSD,14.1 x 10.9 x 1 inches,Windows 11 Pro,14-Dec-23,69576000,Acer Predator Helios 300 15″,15486,17090,1,0,1,0,0
2803,6589cd5f8997406b55ed743f,Intel Core i9-12900H,GeForce RTX 3060,32,17.3,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),1000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Home,28-Nov-22,43199760,MSI GE76 Raider 17″ (GE76),16894,17090,1,0,1,0,0
2804,6589cd608997406b55ed7443,Intel Core i5-1155G7,Intel Iris Xe,8,14,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),1000gb SSD,14.13 x 9.49 x 0.78 inches,Windows 11 Pro,18-Apr-23,16776000,EXcaliberPC MSI 14″ (Modern 14 C11M-065US),6045,2690,0,0,0,0,0
2805,6589cd608997406b55ed7446,Intel Core i7-12700H,GeForce RTX 3070 Ti,16,16,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),2x 500gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Pro,19-Apr-23,46896000,Gigabyte AERO 16,15486,23757,1,0,1,0,0
2806,6589cd608997406b55ed744b,AMD Ryzen 7 7735HS,GeForce RTX 4050,16,15.6,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),1000gb SSD,13.94 x 9.88 x 0.98 inches,Windows 11 Home,22-Dec-23,31176000,EXcaliberPC ASUS TUF 15″ (FA507NU-DS74),14003,14693,0,0,0,0,0
2807,6589cd608997406b55ed744d,Intel Core i7-1260P,Intel Iris Xe,16,16,WUXGA(1920 x 1200 pixels),4.62 lbs(2.1 kg),500gb SSD,14.05 x 9.92 x 0.72 inches,Windows 11 Pro,5-Apr-23,23976000,Dell Inspiron 7620 2-in-1 16″,9960,2690,0,0,0,0,0
2808,6589cd608997406b55ed744c,Intel Core i7-11600H,GeForce RTX 3050 Ti,16,15.6,Full HD(1920 x 1080 pixels),4.08 lbs(1.85 kg),1000gb SSD,14.04 x 9.02 x 0.7 inches,Windows 11 Home,29-Aug-22,23976000,Samsung Galaxy Book Odyssey 15 (NP762XDA),10548,10181,0,0,0,0,0
2809,6589cd618997406b55ed744e,Intel Core i7-11800H,RTX A2000,64,15.6,Full HD(1920 x 1080 pixels),4.84 lbs(2.2 kg),"250gb SSD, 1000gb HDD",14.3 x 10.3 x 1.2 inches,Windows 10 Pro,31-Dec-22,89279760,MSI WF66 11UJ-267 15″,12390,13777,0,0,0,0,0
2810,6589cd618997406b55ed744f,Intel Core i7-1165G7,GeForce MX450,32,17.3,Full HD(1920 x 1080 pixels),5.6 lbs(2.54 kg),2000gb SSD,15.71 x 10.2 x 0.78 inches,Windows 11 Pro,22-Jun-22,43199760,HP Envy 17″ (50U28),5125,3729,0,0,0,0,0
2811,6589cd618997406b55ed7450,Intel Core i7-12650H,GeForce RTX 4060,16,15.6,Full HD(1920 x 1080 pixels),5.51 lbs(2.5 kg),1000gb SSD,14.19 x 10.67 x 1.06 inches,0biet,15-Jun-23,27599760,Acer Nitro 5 15″ (NH.QM0AA.002),13152,19573,1,0,0,0,0
2812,6589cd618997406b55ed7458,Intel Core i5-1135G7,Intel Iris Xe,8,14,Full HD(1920 x 1080 pixels),0biet,500gb SSD,0biet,Windows 11 Home,13-Dec-22,12719760,Lenovo IdeaPad 3 14″,5002,2690,0,0,0,0,0
2813,6589cd618997406b55ed7457,AMD Ryzen 9 5900HX,GeForce RTX 3070,64,15.6,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),2x 4000gb SSD,15 x 10 x 1 inches,Windows 10 Home,14-Dec-22,118296000,HP OMEN 15z-en100,13081,22459,1,0,0,0,0
2814,6589cd618997406b55ed7456,AMD Ryzen 7 4800H,GeForce RTX 3060,32,17.3,Full HD(1920 x 1080 pixels),5.95 lbs(2.7 kg),2000gb SSD,15.55 x 11.1 x 1.11 inches,Windows 10 Home,18-Dec-21,33576000,ASUS ROG Strix G17,6238,17090,0,0,0,0,0
